date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:29:24	55133/55133	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:29:14%20GMT	https://www.asu.edu.om/Page/Details/59?Academic%20Regulations	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Page/Details/598d4e.html	(from https://www.asu.edu.om/)
01:29:40	60122/60122	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:29:36%20GMT	https://www.asu.edu.om/Page/Details/11?Research%20Policies	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Page/Details/118b74.html	(from https://www.asu.edu.om/)
01:29:40	57204/57204	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:29:38%20GMT	https://www.asu.edu.om/Page/Details/12?Research%20Priority%20Areas	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Page/Details/128843.html	(from https://www.asu.edu.om/)
01:29:42	57279/57279	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:29:40%20GMT	https://www.asu.edu.om/Page/Details/13?Research%20Publication	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Page/Details/139d70.html	(from https://www.asu.edu.om/)
01:29:43	72309/72309	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:29:42%20GMT	https://www.asu.edu.om/Page/Details/14?Research%20Grants	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Page/Details/145d74.html	(from https://www.asu.edu.om/)
01:29:45	56710/56710	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:29:43%20GMT	https://www.asu.edu.om/Page/Details/143	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Page/Details/143.html	(from https://www.asu.edu.om/)
01:29:46	56711/56711	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:29:45%20GMT	https://www.asu.edu.om/Page/Details/398	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Page/Details/398.html	(from https://www.asu.edu.om/)
01:30:00	56713/56713	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:29:50%20GMT	https://www.asu.edu.om/Page/Details/399	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Page/Details/399.html	(from https://www.asu.edu.om/)
01:30:01	62674/62674	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:29:58%20GMT	https://www.asu.edu.om/Page/Details/400	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Page/Details/400.html	(from https://www.asu.edu.om/)
01:30:03	63313/63313	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:30:02%20GMT	https://www.asu.edu.om/Page/Details/26?Sayyid%20Abdullah%20bin%20Hamad%20bin%20Saif%20Al%20Busaidi%20Learning%20Resources%20Center	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Page/Details/2675aa.html	(from https://www.asu.edu.om/)
01:30:05	59375/59375	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:30:03%20GMT	https://www.asu.edu.om/Page/Details/137?Masader%20Oman%20Virtual%20Science%20Library	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Page/Details/137b86d.html	(from https://www.asu.edu.om/)
01:30:06	60030/60030	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:30:05%20GMT	https://www.asu.edu.om/Page/Details/138?Omani%20Newspapers	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Page/Details/1383591.html	(from https://www.asu.edu.om/)
01:30:07	67118/67118	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:30:06%20GMT	https://www.asu.edu.om/Page/Details/30?The%20services	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Page/Details/301e32.html	(from https://www.asu.edu.om/)
01:30:08	864340/864340	---M--	200	added ('OK')	application/pdf	etag:%2280dda94b49f0d51:0%22	https://www.asu.edu.om/files/The-2020-ASU-Research-Day-Program.pdf	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/files/The-2020-ASU-Research-Day-Program.pdf	(from https://www.asu.edu.om/)
01:30:08	61492/61492	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:30:07%20GMT	https://www.asu.edu.om/Page/Details/32?The%20Policies	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Page/Details/32cfcd.html	(from https://www.asu.edu.om/)
01:30:10	59006/59006	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:30:09%20GMT	https://www.asu.edu.om/Page/Details/31?Educational%20Presentations	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Page/Details/31d299.html	(from https://www.asu.edu.om/)
01:30:11	60326/60326	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:30:10%20GMT	https://www.asu.edu.om/Page/Details/132?The%20Membership	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Page/Details/13289d4.html	(from https://www.asu.edu.om/)
01:30:12	57740/57740	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:30:11%20GMT	https://www.asu.edu.om/Page/Details/522?AI%20Applications	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Page/Details/5226466.html	(from https://www.asu.edu.om/)
01:30:14	59020/59020	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:30:13%20GMT	https://www.asu.edu.om/Page/Details/139?Contact%20us	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Page/Details/139731d.html	(from https://www.asu.edu.om/)
01:30:18	110766/110766	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:30:16%20GMT	https://www.asu.edu.om/ibra	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/ibra.html	(from https://www.asu.edu.om/)
01:30:18	361093/361093	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:30:14%20GMT	https://www.asu.edu.om/Page/Dissertations	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Page/Dissertations.html	(from https://www.asu.edu.om/)
01:30:22	98130/98130	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:30:18%20GMT	https://www.asu.edu.om/Staff/?t=Faculty%20and%20Staff	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Staff/indexc998.html	(from https://www.asu.edu.om/)
01:30:22	73975/73975	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:30:18%20GMT	https://www.asu.edu.om/Page/Details/162?t=International%20Undergraduate%20Scholarships	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Page/Details/162fcba.html	(from https://www.asu.edu.om/)
01:30:22	126690/126690	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:30:19%20GMT	https://www.asu.edu.om/Students/?t=Students	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Students/index9ca4.html	(from https://www.asu.edu.om/)
01:30:24	58770/58770	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:30:22%20GMT	https://www.asu.edu.om/Page/Details/163?t=International%20Student%20Supplement	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Page/Details/163a1a7.html	(from https://www.asu.edu.om/)
01:30:25	1604/1604	---M-Z	200	added ('OK')	text/css	etag:%22dff1686cc56dd81:0%22	https://www.asu.edu.om/Content/owl.carousel.min.css	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Content/owl.carousel.min.css	(from https://www.asu.edu.om/)
01:30:27	894849/894849	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:30:15%20GMT	https://www.asu.edu.om/asufiles	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/asufiles.html	(from https://www.asu.edu.om/)
01:30:28	120125/120125	---M--	200	added ('OK')	image/jpeg	etag:%22189b7fd18b5dc1:0%22	https://www.asu.edu.om/img/S2026m3d16_114326.jpg	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/img/S2026m3d16_114326.jpg	(from https://www.asu.edu.om/)
01:30:28	135847/135847	---M--	200	added ('OK')	image/jpeg	etag:%2248db6ab018b5dc1:0%22	https://www.asu.edu.om/img/S2026m3d16_114118.jpg	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/img/S2026m3d16_114118.jpg	(from https://www.asu.edu.om/)
01:30:30	159333/159333	---M--	200	added ('OK')	image/jpeg	etag:%22c382f59b18b5dc1:0%22	https://www.asu.edu.om/img/S2026m3d16_114042.jpg	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/img/S2026m3d16_114042.jpg	(from https://www.asu.edu.om/)
01:30:31	701896/701896	---M--	200	added ('OK')	image/png	etag:%2213c5f18095bddb1:0%22	https://www.asu.edu.om/img/popup.png	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/img/popup.png	(from https://www.asu.edu.om/)
01:30:31	84648/84648	---M--	200	added ('OK')	image/jpeg	etag:%2299bcdb47aa7fdc1:0%22	https://www.asu.edu.om/img/S2026m1d7_114845.jpg	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/img/S2026m1d7_114845.jpg	(from https://www.asu.edu.om/)
01:30:33	82049/82049	---M--	200	added ('OK')	image/jpeg	etag:%226d2b17cde747dc1:0%22	https://www.asu.edu.om/img/S2025m10d28_124929.jpg	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/img/S2025m10d28_124929.jpg	(from https://www.asu.edu.om/)
01:30:33	210243/210243	---M--	200	added ('OK')	image/jpeg	etag:%22abf36eae747dc1:0%22	https://www.asu.edu.om/img/S2025m10d28_125019.jpg	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/img/S2025m10d28_125019.jpg	(from https://www.asu.edu.om/)
01:30:34	67013/67013	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:30:33%20GMT	https://www.asu.edu.om/Page/Details/54?t=College%20of%20Applied%20and%20Health%20Sciences	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Page/Details/5463ee.html	(from https://www.asu.edu.om/)
01:30:36	55115/55115	---M--	200	added ('OK')	image/jpeg	etag:%22b3436cfbf2a5da1:0%22	https://www.asu.edu.om/img/cas.jpg	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/img/cas.jpg	(from https://www.asu.edu.om/)
01:30:37	86527/86527	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:30:35%20GMT	https://www.asu.edu.om/Page/Details/55?t=College%20of%20Arts%20and%20Humanities	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Page/Details/557baf.html	(from https://www.asu.edu.om/)
01:30:39	131185/131185	---M--	200	added ('OK')	image/jpeg	etag:%22b4710fbf2a5da1:0%22	https://www.asu.edu.om/img/coah.jpg	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/img/coah.jpg	(from https://www.asu.edu.om/)
01:30:39	79433/79433	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:30:38%20GMT	https://www.asu.edu.om/Page/Details/52?t=College%20of%20Engineering	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Page/Details/52139e.html	(from https://www.asu.edu.om/)
01:30:40	63588/63588	---M--	200	added ('OK')	image/jpeg	etag:%22ac3194fcf2a5da1:0%22	https://www.asu.edu.om/img/coe.jpg	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/img/coe.jpg	(from https://www.asu.edu.om/)
01:30:48	130826/130826	---M--	200	added ('OK')	image/jpeg	etag:%22faadb1faf2a5da1:0%22	https://www.asu.edu.om/img/coba.jpg	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/img/coba.jpg	(from https://www.asu.edu.om/)
01:30:48	49282/49282	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Thu,%2023%20Apr%202026%2021:30:47%20GMT	https://www.asu.edu.om/Page/Details/56?t=College%20of%20Law	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Page/Details/56.41cda1.delayed	(from https://www.asu.edu.om/)
01:30:49	73886/73886	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:30:43%20GMT	https://www.asu.edu.om/Page/Details/53?t=College%20of%20Business%20Administration	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Page/Details/53aa09.html	(from https://www.asu.edu.om/)
01:30:50	115330/115330	---M--	200	added ('OK')	image/jpeg	etag:%2236b124faf2a5da1:0%22	https://www.asu.edu.om/img/law.jpg	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/img/law.jpg	(from https://www.asu.edu.om/)
01:30:58	49282/49282	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Thu,%2023%20Apr%202026%2021:30:53%20GMT	https://www.asu.edu.om/Page/Details/25?t=Centre%20for%20Language%20and%20Foundation%20Studies	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/Page/Details/25.43f7aa.delayed	(from https://www.asu.edu.om/)
01:31:01	139331/139331	---M--	200	added ('OK')	image/jpeg	etag:%2237153bfcf2a5da1:0%22	https://www.asu.edu.om/img/clfs.jpg	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/img/clfs.jpg	(from https://www.asu.edu.om/)
01:31:04	565005/565005	---M--	200	added ('OK')	image/png	etag:%229c9c767d7458dc1:0%22	https://www.asu.edu.om/img/BannerWebsite.png	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/img/BannerWebsite.png	(from https://www.asu.edu.om/)
01:31:04	123208/123208	---M--	200	added ('OK')	image/png	etag:%22245cb339962dc1:0%22	https://www.asu.edu.om/img/Comp.png	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/img/Comp.png	(from https://www.asu.edu.om/)
01:31:09	991232/991232	---M--	200	added ('OK')	application/msword	etag:%2251fd9c74fb75d61:0%22	https://www.asu.edu.om/downloads/App-Student.doc	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/downloads/App-Student.doc	(from https://www.asu.edu.om/)
01:31:13	84301/84301	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:31:10%20GMT	https://www.asu.edu.om/programmes/Diploma	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/programmes/Diploma.html	(from https://www.asu.edu.om/)
01:31:17	133742/133742	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:31:13%20GMT	https://www.asu.edu.om/programmes/Bachelors	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/programmes/Bachelors.html	(from https://www.asu.edu.om/)
01:31:18	2621260/2621260	---M--	200	added ('OK')	application/pdf	etag:%228cbd6e44fa75d61:0%22	https://www.asu.edu.om/downloads/ASU-Private-Master.pdf	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/downloads/ASU-Private-Master.pdf	(from https://www.asu.edu.om/)
01:31:19	3610245/3610245	---M--	200	added ('OK')	application/pdf	etag:%229b7a7e35fa75d61:0%22	https://www.asu.edu.om/downloads/ASU-Private-Undergraduate.pdf	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/downloads/ASU-Private-Undergraduate.pdf	(from https://www.asu.edu.om/)
01:31:24	92307/92307	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2021:31:19%20GMT	https://www.asu.edu.om/programmes/Master	C:/My%20Web%20Sites/shahadandheba/www.asu.edu.om/programmes/Master.html	(from https://www.asu.edu.om/)
